Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,TVC,Microbial,5,7,log CFU/g,4.85,11,6.5,1,0.15,1.30,0.93,2,16,7.5,2,0.793,0.200,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate ,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,TVC,Microbial,5,7,log CFU/g,4.85,21,6.5,1,0.08,1.30,0.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate   ,"algae, fish, others",Zataria multiflora Essential oil,1,%,1,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,TVC,Microbial,5,7,log CFU/g,4.85,21,6.5,1,0.08,1.30,0.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate  ,"algae, fish, others",Zataria multiflora Essential oil,2,%,2,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,TVC,Microbial,5,7,log CFU/g,4.85,21,6.5,1,0.08,1.30,0.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,Pseudomonas ,Microbial,5,7,log CFU/g,4.04,1,4.04,3,0.00,0.81,0.58,3,6,7,3,0.289,0.592,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,Pseudomonas ,Microbial,5,7,log CFU/g,4.04,11,6.9,1,0.26,1.38,0.99,2,16,7.1,3,0.707,0.040,1.42,1.014,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate/polysacharide,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,Pseudomonas ,Microbial,5,7,log CFU/g,4.04,16,6.5,1,0.15,1.30,0.93,2,21,7,3,0.821,0.100,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate/polysacharide,"algae, fish, others",Zataria multiflora essential oil,1,%,1,essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,Pseudomonas ,Microbial,5,7,log CFU/g,4.04,21,6.1,1,0.10,1.22,0.87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate/polysacharide,"algae, fish, others",Zataria multiflora essential oil,2,%,2,essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,Pseudomonas ,Microbial,5,7,log CFU/g,4.04,21,6,1,0.09,1.20,0.86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,LAB,Microbial,5,7,log CFU/g,4.87,1,4.87,2,0.00,0.70,0.70,2,6,7,3,0.240,0.426,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,LAB,Microbial,5,7,log CFU/g,4.87,6,6.5,1,0.27,0.93,0.93,2,11,7,3,0.587,0.100,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate   ,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,LAB,Microbial,5,7,log CFU/g,4.87,6,5.5,1,0.11,0.79,0.79,2,11,7.1,3,0.704,0.320,1.42,1.014,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate  ,"algae, fish, others",Zataria multiflora Essential oil,1,%,1,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,LAB,Microbial,5,7,log CFU/g,4.87,16,6.5,1,0.10,0.93,0.93,2,21,7.5,2,0.879,0.200,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate  ,"algae, fish, others",Zataria multiflora Essential oil,2,%,2,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,LAB,Microbial,5,7,log CFU/g,4.87,16,6.1,1,0.08,0.87,0.87,2,21,7,3,0.874,0.180,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,PSY,Chemical,5,7,log CFU/g,3.19,2,3.19,3,0.00,0.46,0.46,3,6,9,1,0.940,1.453,1.8,1.286,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PSY,Chemical,5,7,log CFU/g,3.64,2,3.64,3,0.00,0.52,0.52,3,6,7.5,2,0.687,0.965,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate  ,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PSY,Chemical,5,7,log CFU/g,3.7,6,6.1,1,0.40,0.87,0.87,2,11,7.5,2,0.671,0.280,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate   ,"algae, fish, others",Zataria multiflora Essential oil,1,%,1,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PSY,Chemical,5,7,log CFU/g,3.74,11,6.5,1,0.25,0.93,0.93,2,16,7.45,2,0.788,0.190,1.49,1.064,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate   ,"algae, fish, others",Zataria multiflora Essential oil,2,%,2,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PSY,Chemical,5,7,log CFU/g,4.1,16,6.1,1,0.13,0.87,0.87,2,21,7,3,0.874,0.180,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,PV,Chemical,10,25,meq O2/kg fat,0.07,20,0.13,3,0.003,0.01,0.005,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PV,Chemical,10,25,meq O2/kg fat,0.07,20,0.13,3,0.003,0.01,0.005,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate ,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PV,Chemical,10,25,meq O2/kg fat,0.05,20,0.11,3,0.003,0.01,0.004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate   ,"algae, fish, others",Zataria multiflora Essential oil,1,%,1,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PV,Chemical,10,25,meq O2/kg fat,0.07,20,0.099,3,0.002,0.01,0.004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,Phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate  ,"algae, fish, others",Zataria multiflora Essential oil,2,%,2,Essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),ANM,,PV,Chemical,10,25,meq O2/kg fat,0.05,20,0.065,3,0.001,0.01,0.003,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TBARS,Chemical,0.5,2,mg MDA/kg,0.04,20,0.128,3,0.004,0.26,0.064,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TBARS,Chemical,0.5,2,mg MDA/kg,0.02,20,0.112,3,0.005,0.22,0.056,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,1.5,% (w/v),1.5,Carbohydrate/polysacharide,"algae, fish, others",-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TBARS,Chemical,0.5,2,mg MDA/kg,0.03,20,0.106,3,0.004,0.21,0.053,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,2.5,% (w/v),2.5,Carbohydrate/polysacharide,"algae, fish, others",Zataria multiflora essential oil,1,%,1,essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TBARS,Chemical,0.5,2,mg MDA/kg,0.02,20,0.09,3,0.004,0.18,0.045,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,100,%,2,phenol,plant,Chitosan,3.5,% (w/v),3.5,Carbohydrate/polysacharide,"algae, fish, others",Zataria multiflora essential oil,2,%,2,essential oil,plant,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TBARS,Chemical,0.5,2,mg MDA/kg,0.01,20,0.08,3,0.003,0.16,0.040,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO/Clove EO,,,0,,,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",,-,TAC,Microbial,5,7,log CFU/g,3.34,13,6.99,1,0.28,1.00,1.00,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating wihh antimicrobial agent,TAC,Microbial,5,7,log CFU/g,3.34,13,5.61,3,0.17,0.80,0.80,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,TAC,Microbial,5,7,log CFU/g,3.34,13,4.98,3,0.13,0.71,0.71,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,TAC,Microbial,5,7,log CFU/g,3.34,13,6.72,1,0.26,0.96,0.96,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,TAC,Microbial,5,7,log CFU/g,3.34,13,5.83,2,0.19,0.83,0.83,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO/Clove EO,,,0,,,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",,-,Enterobacteriaceae,Microbial,5,7,log CFU/g,2.17,10,6.7,1,0.45,0.96,0.96,2,13,7.55,1,0.867,0.283,1.51,1.079,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,2.17,13,6.43,1,0.33,0.92,0.92,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,2.17,13,6.41,1,0.33,0.92,0.92,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,2.17,13,6.62,1,0.34,0.95,0.95,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,2.17,13,6.14,1,0.31,0.88,0.88,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO/Clove EO,,,0,,,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",,-,PSY,Microbial,5,7,log CFU/g,3.43,10,5.84,1,0.24,1.17,0.83,2,13,7.03,3,0.926,0.397,1.406,1.004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,PSY,Microbial,5,7,log CFU/g,3.43,13,5.65,1,0.17,1.13,0.81,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,PSY,Microbial,5,7,log CFU/g,3.43,13,5.84,1,0.19,1.17,0.83,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,PSY,Microbial,5,7,log CFU/g,3.43,13,6.71,1,0.25,1.34,0.96,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,PSY,Microbial,5,7,log CFU/g,3.43,13,6.55,1,0.24,1.31,0.94,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO/Clove EO,,,0,,,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",,-,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.37,3,4.43,3,0.35,0.89,0.63,2,5,7.54,1,1.021,1.555,1.508,1.077,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.37,3,4.21,3,0.28,0.84,0.60,3,5,7.13,3,1.016,1.460,1.426,1.019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.37,10,6.86,1,0.35,1.37,0.98,2,13,7.05,3,0.791,0.063,1.41,1.007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.37,3,4.23,3,0.29,0.85,0.60,3,5,7.06,3,1.001,1.415,1.412,1.009,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Enterobacteriaceae,Microbial,5,7,log CFU/g,3.37,3,4.25,3,0.29,0.85,0.61,3,5,7.48,1,1.056,1.615,1.496,1.069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO/Clove EO,,,0,,,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",,-,Pseudomonas ,Microbial,5,7,log CFU/g,4.47,3,4.47,2,0.00,0.89,0.64,3,5,8.82,1,1.184,2.175,1.764,1.260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Pseudomonas ,Microbial,5,7,log CFU/g,4.47,3,4.47,2,0.00,0.89,0.64,3,5,8.47,1,1.137,2.000,1.694,1.210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Oregano EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Pseudomonas ,Microbial,5,7,log CFU/g,4.47,3,4.47,2,0.00,0.89,0.64,3,5,7.21,3,0.968,1.370,1.442,1.030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,10,g/kg,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Pseudomonas ,Microbial,5,7,log CFU/g,4.47,3,4.47,2,0.00,0.89,0.64,3,5,7.4,3,0.993,1.465,1.48,1.057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM0209-213,Clove EO,20,g/kg,2,Essential oil,plant,,,,,,,,,,,,,,,,,,,2 min,packed in poly- propylene trays and stored without modified atmosphere,4,Chicken,Chicken,"
Skinned chicken breast fillets",ANM,Edible coating with antimicrobial agent,Pseudomonas ,Microbial,5,7,log CFU/g,4.47,3,4.47,2,0.00,0.89,0.64,3,5,7.06,3,0.948,1.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0238-239,Tea polyPhenols/Rosemary extract,,,0,,,,,,,,,,,,,,,,,,,,,60 min,packed in air-proof polyethylene pouches,4,Fish,Fish,crucian carp ,,,TVC,Microbial,5,7,log CFU/g,2.84,10,6.97,1,0.41,1.00,1.00,2,15,8.5,2,0.813,0.306,1.7,1.214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0238-239,Tea polyPhenols,0.2,%,0.2,Phenol,plant,,,,,,,,,,,,,,,,,,,60 min,packed in air-proof polyethylene pouches,4,Fish,Fish,crucian carp ,ANM,,TVC,Microbial,5,7,log CFU/g,2.84,15,6.7,1,0.26,0.96,0.96,2,20,8,2,0.896,0.260,1.6,1.143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0238-239,Rosemary extract,0.2,%,0.2,Phenol,plant,,,,,,,,,,,,,,,,,,,60 min,packed in air-proof polyethylene pouches,4,Fish,Fish,crucian carp ,ANM,,TVC,Microbial,5,7,log CFU/g,2.84,15,6.2,1,0.22,0.89,0.89,2,20,7.5,2,0.907,0.260,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Rosemary extract/lemon fiber/Oange fiber,,,0,,,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,,,LAB,Microbial,5,7,log CFU/g,2,12,3.3,3,0.11,0.47,0.47,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0327-346,Rosemary oil extract,0.1,% (w/w),0.1,Essential oil ,plant,,,,,,,,,,,,,,,,,,,,,8,Beef,Beef,Swedish-style meatballs,ANM,,LAB,Microbial,5,7,log CFU/g,1.6,12,3,3,0.12,0.43,0.43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
