experiment_id,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,18.8,6.0,3.0,38.9,20.1,1.3,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.5,2.5,,,,,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.9,2.633,,,,,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,7.3,2.1,,,,,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,6.63,1.877,,,,,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,4.2,1.067,,,,,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,2.9,0.633,,,,,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.34,0.095,3.0,0.8,0.46,0.4,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.38,0.115,3.0,0.92,0.54,0.46,theoretical
0,4,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,2.0,0.26,0.06,3.0,0.63,0.37,0.32,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.25,0.037,,,,,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.3,0.053,,,,,theoretical
0,4,thymol eo,0.5,% (w/w),0.5,essential oil,plant,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.17,0.01,,,,,theoretical
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.43095697,5.0,3.553012498,0.22441110560000005,7.0,5.721824229,1.0844058655,1.1443648458,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,9.0,2.812389358,0.31248770644444446,11.0,7.981505871,2.5845582565000003,1.5963011742000002,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.0,9.0,4.047096881,0.4496774312222222,11.0,30.08413751,13.018520314500002,2.0056091673333336,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.200136154,14.0,0.626369978,0.030445273142857145,,,,,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.411281813,5.0,3.615883611,0.24092035960000002,7.0,5.650636856,1.0173766225,1.1301273712,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,3.981966619,9.0,1.208223768,-0.3081936501111111,11.0,9.572911277,4.1823437545,1.9145822553999998,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.591913957,9.0,5.251126377,0.5176902688888889,11.0,28.85848436,11.8036789915,1.9238989573333332,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.135619853,14.0,0.542479412,0.029061397071428574,,,,,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.303125161,5.0,3.551129322,0.24960083219999998,7.0,5.627660981,1.0382658295,1.1255321962,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.194911111,9.0,4.255678519,0.4511963786666667,11.0,11.14892,3.4466207405000002,2.229784,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,2.066057778,9.0,4.255678519,0.24329119344444447,11.0,15.95564,5.8499807405,1.0637093333333334,experimental
47,1,brevibacillin,1000.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.14201336,14.0,0.568247184,0.03044527314285714,,,,,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,1.920724647,5.0,4.246959258,0.4652469222000001,7.0,6.044945693,0.8989932174999997,1.2089891386,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,9.0,3.195549858,0.35506109533333335,11.0,6.756532929,1.7804915354999997,1.3513065858,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.707693543,9.0,5.304612764,0.3996576912222222,11.0,18.04765172,6.371519478000001,1.2031767813333334,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.3293625,14.0,0.548872919,0.015679315642857145,,,,,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.32378645,5.0,3.83316942,0.301876594,7.0,6.219620651,1.1932256154999998,1.2439241302,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,5.402299259,9.0,1.192450256,-0.4677610003333334,1.0,5.402299259,4209849.0030000005,1.0804598518000001,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.0,11.0,12.73701333,1.1579103027272728,14.0,76.60604,21.289675556666666,5.107069333333333,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.232491176,14.0,0.555460169,0.02306921378571428,,,,,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.243656485,5.0,3.582955709,0.2678598448000001,7.0,5.733739869,1.0753920799999999,1.1467479738,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.47036,9.0,1.659732579,0.1321525087777778,11.0,5.131354188,1.7358108045000002,1.0262708376,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.59864,11.0,13.7635388,1.1968089818181817,14.0,51.63041333,12.622291510000002,3.4420275553333335,experimental
48,1,brevibacillin,500.0,mic,,peptide,microbial,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.290613971,14.0,0.503730882,0.015222636500000001,,,,,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.674932218,5.0,4.312926096,0.3275987756,7.0,5.725791154,0.7064325290000002,1.1451582308000001,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,20.59616131,10.298080655,4.119232262,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.35604,7.0,0.0,-0.19371999999999998,9.0,22.13537621,11.067688105,1.4756917473333333,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.232491176,0.01660651257142857,,,,,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.424354304,5.0,4.197079048,0.3545449488,7.0,5.667454161,0.7351875565000001,1.1334908322000001,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,21.54503556,10.77251778,4.309007112,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.222099487,7.0,0.0,-0.17458564099999999,9.0,27.52284889,13.761424445,1.8348565926666667,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.071103551,14.0,0.503730882,0.030901952214285718,,,,,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.640438483,5.0,4.235097286,0.31893176060000006,7.0,5.664466391,0.7146845525000001,1.1328932782,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,12.37348,6.18674,2.4746960000000002,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,22.6198,11.3099,1.5079866666666668,experimental
49,1,sunflower lecithin,0.3,%,,lipid,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.626369978,0.044740712714285716,,,,,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.674932218,5.0,4.312926096,0.3275987756,7.0,5.725791154,0.7064325290000002,1.1451582308000001,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,20.59616131,10.298080655,4.119232262,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.35604,7.0,0.0,-0.19371999999999998,9.0,22.13537621,11.067688105,1.4756917473333333,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.232491176,0.01660651257142857,,,,,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.424354304,5.0,4.197079048,0.3545449488,7.0,5.667454161,0.7351875565000001,1.1334908322000001,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,21.54503556,10.77251778,4.309007112,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.222099487,7.0,0.0,-0.17458564099999999,9.0,27.52284889,13.761424445,1.8348565926666667,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.071103551,14.0,0.503730882,0.030901952214285718,,,,,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.640438483,5.0,4.235097286,0.31893176060000006,7.0,5.664466391,0.7146845525000001,1.1328932782,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,12.37348,6.18674,2.4746960000000002,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,22.6198,11.3099,1.5079866666666668,experimental
49,2,lime extract,9.0,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.626369978,0.044740712714285716,,,,,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.674932218,5.0,4.312926096,0.3275987756,7.0,5.725791154,0.7064325290000002,1.1451582308000001,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,20.59616131,10.298080655,4.119232262,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.35604,7.0,0.0,-0.19371999999999998,9.0,22.13537621,11.067688105,1.4756917473333333,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.232491176,0.01660651257142857,,,,,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.424354304,5.0,4.197079048,0.3545449488,7.0,5.667454161,0.7351875565000001,1.1334908322000001,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,21.54503556,10.77251778,4.309007112,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.222099487,7.0,0.0,-0.17458564099999999,9.0,27.52284889,13.761424445,1.8348565926666667,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.071103551,14.0,0.503730882,0.030901952214285718,,,,,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.640438483,5.0,4.235097286,0.31893176060000006,7.0,5.664466391,0.7146845525000001,1.1328932782,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,12.37348,6.18674,2.4746960000000002,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,22.6198,11.3099,1.5079866666666668,experimental
49,3,lime oil,9.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.626369978,0.044740712714285716,,,,,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.674932218,5.0,4.312926096,0.3275987756,7.0,5.725791154,0.7064325290000002,1.1451582308000001,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,20.59616131,10.298080655,4.119232262,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.35604,7.0,0.0,-0.19371999999999998,9.0,22.13537621,11.067688105,1.4756917473333333,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.232491176,0.01660651257142857,,,,,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.424354304,5.0,4.197079048,0.3545449488,7.0,5.667454161,0.7351875565000001,1.1334908322000001,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,21.54503556,10.77251778,4.309007112,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.222099487,7.0,0.0,-0.17458564099999999,9.0,27.52284889,13.761424445,1.8348565926666667,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.071103551,14.0,0.503730882,0.030901952214285718,,,,,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.640438483,5.0,4.235097286,0.31893176060000006,7.0,5.664466391,0.7146845525000001,1.1328932782,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,12.37348,6.18674,2.4746960000000002,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,22.6198,11.3099,1.5079866666666668,experimental
49,4,lemon oil,0.5,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.626369978,0.044740712714285716,,,,,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.674932218,5.0,4.312926096,0.3275987756,7.0,5.725791154,0.7064325290000002,1.1451582308000001,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,20.59616131,10.298080655,4.119232262,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.35604,7.0,0.0,-0.19371999999999998,9.0,22.13537621,11.067688105,1.4756917473333333,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.232491176,0.01660651257142857,,,,,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.424354304,5.0,4.197079048,0.3545449488,7.0,5.667454161,0.7351875565000001,1.1334908322000001,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.0,7.0,0.0,0.0,9.0,21.54503556,10.77251778,4.309007112,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,1.222099487,7.0,0.0,-0.17458564099999999,9.0,27.52284889,13.761424445,1.8348565926666667,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.071103551,14.0,0.503730882,0.030901952214285718,,,,,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.640438483,5.0,4.235097286,0.31893176060000006,7.0,5.664466391,0.7146845525000001,1.1328932782,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,12.37348,6.18674,2.4746960000000002,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.419942322,7.0,0.0,-0.059991760285714284,9.0,22.6198,11.3099,1.5079866666666668,experimental
49,5,orange oil,1.3,%,,essential oil,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.0,14.0,0.626369978,0.044740712714285716,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.609226307,5.0,4.769361885,0.43202711560000007,7.0,5.337508451,0.2840732829999997,1.0675016901999999,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.381419048,14.0,2.026382679,0.11749740221428573,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,0.839121905,11.0,1.310177732,0.04282325700000001,14.0,15.86168511,4.850502459333334,1.057445674,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.529498654,14.0,0.613582963,0.006006022071428577,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.591226589,5.0,4.573436213,0.39644192479999996,7.0,5.49705859,0.4618111885,1.099411718,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,0.397629787,14.0,0.703020969,0.021813655857142854,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,2.306252766,11.0,6.233888889,0.3570578293636364,14.0,15.27472832,3.013613143666666,1.0183152213333333,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.600602206,14.0,0.387485294,-0.015222636571428574,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,2.596008719,5.0,4.553381845,0.3914746252,7.0,5.46984683,0.4582324925000001,1.093969366,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tman,chemical,5.0,15.0,mg n/100g,2.441081905,14.0,1.453158519,-0.07056595614285713,,,,,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,tvbn,chemical,15.0,30.0,mg n/100g,3.12763619,11.0,9.744966197,0.6015754551818181,14.0,19.82523407,3.360089291,1.3216822713333334,experimental
50,1,garlic extract,0.025,%,,phenol,plant,,,,,,4,shrimp,whole,heat,anm,hybrid_simultaneous,,pv,chemical,5.0,10.0,meq o2/kg,0.200136154,14.0,0.561853676,0.025836965857142857,,,,,experimental
