article_#,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,0.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,tvc,microbial,5.0,7.0,log cfu/g,1.24,6.0,2.76,0.25,9.0,6.25,1.163,0.893,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,0.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,3.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,map,hybrid_simultaneous,5.0,tvc,microbial,5.0,7.0,log cfu/g,2.63,6.0,4.23,0.27,9.0,6.94,0.903,0.991,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,0.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,3.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,5.0,tvc,microbial,5.0,7.0,log cfu/g,2.53,6.0,4.36,0.31,9.0,6.64,0.76,0.949,theoretical
anm-0576-579,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,,,,tvc,microbial,5.0,7.0,log cfu/g,2.51,1.0,2.51,0.0,16.0,,,,theoretical
anm-0576-579,1,turmeric oil,1.0,%,1.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.41,1.0,2.41,0.0,16.0,,,,theoretical
anm-0576-579,1,turmeric oil,2.0,%,2.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.18,1.0,2.41,0.23,16.0,,,,theoretical
anm-0576-579,1,sodium benzoate,0.1,%,0.1,organic acid,other natural sources,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,1.4,16.0,1.71,0.02,31.0,,,,theoretical
anm-0576-579,1,sodium benzoate,0.1,%,0.1,organic acid,other natural sources,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,1.3,46.0,0.7,-0.01,,,,,theoretical
anm-0576-579,1,turmeric oil,1.0,%,1.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,0.7,91.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,turmeric oil,2.0,%,2.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,anm,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,0.7,31.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,,single,,tvc,microbial,5.0,7.0,log cfu/g,0.7,31.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,,,,fungal count,microbial,2.0,3.0,fungal count/g,2.18,1.0,2.18,0.0,16.0,,,,theoretical
anm-0576-579,1,turmeric oil,1.0,%,1.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,fungal count,microbial,2.0,3.0,fungal count/g,2.08,1.0,2.08,0.0,16.0,,,,theoretical
anm-0576-579,1,turmeric oil,2.0,%,2.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,fungal count,microbial,2.0,3.0,fungal count/g,2.0,1.0,2.0,0.0,16.0,,,,theoretical
anm-0576-579,1,sodium benzoate,0.1,%,0.1,organic acid,other natural sources,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,16.0,0.7,0.0,31.0,,,,theoretical
anm-0576-579,1,sodium benzoate,0.1,%,0.1,organic acid,other natural sources,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",,anm,single,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,46.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,turmeric oil,1.0,%,1.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,anm,hybrid_simultaneous,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,91.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,turmeric oil,2.0,%,2.0,phenol,plant,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,anm,hybrid_simultaneous,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,91.0,0.7,0.0,,,,,theoretical
anm-0576-579,1,control,,,0.0,none,none,,active_antimicrobial,pa|protein film,pouch,active packaging,room temp,mixed,"food containing potato, boneless chicken cooking oil, masala, tomato and salt",heat,,single,,fungal count,microbial,2.0,3.0,fungal count/g,0.7,91.0,0.7,0.0,,,,,theoretical
anm-0107-108,1,control,0.0,mg/kg,0.0,none,none,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.56,1.0,0.56,0.0,5.0,3.4,0.71,1.7,theoretical
anm-0107-108,1,sodium ascorbate,400.0,mg/kg,0.04,organic acid,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.17,5.0,1.08,0.182,9.0,2.14,0.265,1.07,theoretical
anm-0107-108,1,green tea extract,300.0,mg/kg,0.03,phenol,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.07,17.0,0.12,0.003,,,,,theoretical
anm-0107-108,1,grape seed extract,300.0,mg/kg,0.03,phenol,plant,,,pp|ps,tray,oxygen-permeable,4,pork,"70% lean pork meat (m. obliquus, transversus and rectus abdominis) and 30% backfat (50g each)",,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.09,17.0,0.21,0.007,,,,,theoretical
anm-0191-192,1,control,0.0,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,4.26,0.46,9.0,9.71,0.908,1.387,theoretical
anm-0191-192,1,control,0.0,,0.0,none,none,,,caseinate film,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,4.3,0.47,9.0,9.68,0.897,1.383,theoretical
anm-0191-192,1,sodium caseinate/pomegranate peel extract (coating),250.0,ppm,0.025,phenol,plant,,active_antimicrobial,pa|caseinate film,film,active packaging,4,beef,50g ground meat,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.88,3.0,3.01,0.04,9.0,7.71,0.783,1.101,theoretical
anm-0191-192,1,control,,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.88,12.0,6.21,0.28,,,,,theoretical
anm-0191-192,1,control,0.0,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,9.0,3.02,0.28,,,,,theoretical
anm-0191-192,1,control,0.0,,0.0,none,none,,,caseinate film,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,9.0,3.21,0.3,,,,,theoretical
anm-0191-192,1,sodium caseinate/pomegranate peel extract (coating),250.0,ppm,0.025,phenol,plant,,active_antimicrobial,pa|caseinate film,film,active packaging,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,12.0,1.92,0.12,,,,,theoretical
anm-0191-192,1,control,,,0.0,none,none,,,,,,4,beef,50g ground meat,,,,,s. aureus,microbial,2.0,4.0,log cfu/g,0.51,12.0,1.7,0.1,,,,,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.2,4.0,4.38,-0.21,6.0,7.84,1.73,1.12,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.39,4.0,5.82,0.11,6.0,8.02,1.1,1.146,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.99,6.0,6.94,0.33,8.0,6.94,0.0,0.991,theoretical
anm-0199,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.09,8.0,6.9,0.23,,,,,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.6,1.0,2.6,0.0,4.0,3.81,0.403,1.27,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.9,1.0,2.9,0.0,4.0,4.35,0.483,1.45,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tcc,microbial,2.0,3.0,log cfu/g,2.68,1.0,2.68,0.0,4.0,3.96,0.427,1.32,theoretical
anm-0199,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tcc,microbial,2.0,3.0,log cfu/g,2.6,1.0,2.6,0.0,4.0,3.25,0.217,1.083,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,4.6,,,,0.0,4.6,,2.3,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,4.56,,,,0.0,4.56,,2.28,theoretical
anm-0199,1,control,,,0.0,none,none,,,,,,4,beef,10g ground meat,,,,,tbars,chemical,0.5,2.0,mg mda per kg,3.17,,,,0.0,3.17,,1.59,theoretical
anm-0199,1,lysozyme (film),700.0,μg cm^-2,0.07,protein,enzyme,,,,,,4,beef,10g ground meat,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,3.23,,,,0.0,3.23,,1.62,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.4,7.0,5.0,-0.06,,,,,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.5,7.0,5.3,-0.03,,,,,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tvc,microbial,5.0,7.0,log cfu/g,5.2,7.0,5.0,-0.03,,,,,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
anx-0003,1,sodium chloride,1.0,%,1.0,mineral,other natural sources,,active_antimicrobial,ldpe|pa|protein film,tube,active packaging,-18,beef,frozen minced beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,,,,,,,,theoretical
anx-0005,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,proteolytic fungal count,microbial,,,log cfu/g,3.77,12.0,6.39,0.22,,,,,theoretical
anx-0005,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,proteolytic fungal count,microbial,,,log cfu/g,3.77,21.0,6.47,0.13,,,,,theoretical
anx-0005,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,lipolytic fungal count,microbial,,,log cfu/g,3.0,12.0,6.0,0.25,,,,,theoretical
anx-0005,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,lipolytic fungal count,microbial,,,log cfu/g,3.0,21.0,4.0,0.05,,,,,theoretical
anx-0005,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,fungal count,microbial,2.0,3.0,log cfu/g,3.99,12.0,6.6,,,,,,theoretical
anx-0005,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,3.99,21.0,6.0,,,,,,theoretical
anx-0005,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.23,12.0,0.74,0.043,,,,,theoretical
anx-0005,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.23,18.0,0.8,0.032,21.0,0.89,0.03,0.45,theoretical
anx-0005,1,control,,,0.0,none,none,,,ldpe,bag,,5,beef,fresh oriental sausage,,,,,tvbn,chemical,15.0,20.0,mg/100g,9.8,12.0,19.8,0.833,,,,,theoretical
anx-0005,1,ethanolic extract of propolis (eep),0.6,%/kg,0.6,phenol,plant,,,ldpe,bag,,5,beef,fresh oriental sausage,,anm,single,,tvbn,chemical,15.0,20.0,mg/100g,9.8,18.0,16.8,0.389,21.0,19.3,0.833,0.97,theoretical
anx-0008-9,1,control,,,0.0,none,none,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.92,0.23,,,,,theoretical
anx-0008-9,1,butylated hydroxyanisole(bha) and butylated hydroxytoluene (bht),0.02,% of the fat level,0.0038,organic compound (antioxidant),other natural sources,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,5.355,0.26,,,,,theoretical
anx-0008-9,1,natural tocopherols,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.81,0.23,,,,,theoretical
anx-0008-9,1,extract of rosemary,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.3,0.2,,,,,theoretical
anx-0008-9,1,tocopherols,0.05,% of the fat level,0.0095,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,21.0,4.86,0.23,,,,,theoretical
anx-0008-9,1,control,,,0.0,none,none,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.84,0.14,,,,,theoretical
anx-0008-9,1,butylated hydroxyanisole(bha) and butylated hydroxytoluene (bht),0.02,% of the fat level,0.0038,organic compound (antioxidant),other natural sources,,,ldpe,box,,4,mixed,frankfurters,,,,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.45,0.13,,,,,theoretical
anx-0008-9,1,natural tocopherols,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.82,0.14,,,,,theoretical
anx-0008-9,1,extract of rosemary,0.1,% of the fat level,0.019,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.185,0.12,,,,,theoretical
anx-0008-9,1,tocopherols,0.05,% of the fat level,0.0095,phenol,plant,,,ldpe,box,,4,mixed,frankfurters,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,,50.0,6.605,0.13,,,,,theoretical
anx-0012-29,1,control,,,0.0,none,none,,,,,,4,pork,raw pork patties,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,10.0,0.39,-0.048,,,,,theoretical
anx-0012-29,1,aloe vera,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,1.0,0.25,0.0,4.0,1.06,0.27,0.53,theoretical
anx-0012-29,1,fenugreek,0.01,%,0.01,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,4.0,0.73,0.12,7.0,1.04,0.103,0.52,theoretical
anx-0012-29,1,ginseng,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.34,0.009,,,,,theoretical
anx-0012-29,1,mustard,0.1,%,0.1,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,4.0,0.59,0.085,7.0,1.02,0.143,0.51,theoretical
anx-0012-29,1,rosemary,0.1,%,0.1,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,7.0,0.65,0.057,10.0,0.99,0.113,0.5,theoretical
anx-0012-29,1,sage,0.05,%,0.05,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.29,0.004,,,,,theoretical
anx-0012-29,1,soya protein,0.1,%,0.1,protein,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.46,0.021,,,,,theoretical
anx-0012-29,1,tea catechins,0.25,%,0.25,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,1.0,0.25,0.0,4.0,1.08,0.277,0.54,theoretical
anx-0012-29,1,whey protein  concentrate,4.0,%,4.0,protein,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.29,0.004,,,,,theoretical
anx-0012-29,1,bha/bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.76,0.051,,,,,theoretical
anx-0012-29,1,vitamin e,1000.0,mg α-tocopheryl acetate/kg feed,10.0,phenol,plant,,,,,,4,pork,raw pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.25,10.0,0.27,0.002,,,,,theoretical
anx-0012-29,1,control,,,0.0,none,none,,,,,,4,pork,cooked pork patties,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.84,0.657,1.42,theoretical
anx-0012-29,1,aloe vera,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.75,0.627,1.38,theoretical
anx-0012-29,1,fenugreek,0.01,%,0.01,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.8,0.643,1.4,theoretical
anx-0012-29,1,ginseng,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.72,0.617,1.36,theoretical
anx-0012-29,1,mustard,0.1,%,0.1,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,4.96,1.363,2.48,theoretical
anx-0012-29,1,rosemary,0.1,%,0.1,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,1.57,0.233,0.79,theoretical
anx-0012-29,1,sage,0.05,%,0.05,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,3.06,0.73,1.53,theoretical
anx-0012-29,1,soya protein,0.1,%,0.1,protein,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,5.1,1.41,2.55,theoretical
anx-0012-29,1,tea catechins,0.25,%,0.25,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,10.0,0.79,-0.008,,,,,theoretical
anx-0012-29,1,whey protein  concentrate,4.0,%,4.0,protein,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,1.27,0.133,0.64,theoretical
anx-0012-29,1,bha/bht,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.87,1.0,0.87,0.0,4.0,2.13,0.42,1.07,theoretical
anx-0012-29,1,vitamin e,1000.0,mg α-tocopheryl acetate/kg feed,10.0,phenol,plant,,,,,,4,pork,cooked pork patties,,anm,single,,tbars,chemical,0.5,2.0,mg mda per kg,0.6,1.0,0.6,0.0,4.0,2.82,0.74,1.41,theoretical
anx-0045-49,1,control,,,0.0,none,none,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,1.42,0.078,,,,,theoretical
anx-0045-49,1,cinnamon stick extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
anx-0045-49,1,oregano extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
anx-0045-49,1,clove extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
anx-0045-49,1,pomegranate peel extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
anx-0045-49,1,grape seed extract,,,2.0,phenol,plant,,aerobic,,,,20,pork,fresh pork,,,,,tbars,chemical,0.5,2.0,mg mda per kg,0.72,9.0,0.88,0.018,,,,,theoretical
anx-0053-54,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.41,,,,1.0,2.41,,,theoretical
anx-0053-54,1,activin,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,,1.0,1.31,1.31,4.0,2.47,0.387,1.24,theoretical
anx-0053-54,1,bha,0.01,%,0.01,organic compound (antioxidant),other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.18,4.0,1.24,0.015,,,,,theoretical
anx-0053-54,1,pycnogenol,0.02,%,0.02,polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.29,,,,1.0,2.29,,,theoretical
anx-0053-54,1,rosemary,0.02,%,0.02,essential oil / polyphenol,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.57,1.0,1.57,0.0,2.0,3.13,1.56,1.57,theoretical
anx-0053-54,1,stpp,0.02,%,0.02,mineral,other natural sources,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,2.38,,,,1.0,2.38,,,theoretical
anx-0053-54,1,α-tocopherol,0.02,%,0.02,vitamin,plant,,,,,,4,beef,cooked ground beef,,,,,tbars,chemical,0.5,2.0,mg mda per kg,1.62,1.0,1.62,0.0,2.0,2.45,0.83,1.23,theoretical
anx-0053-54,1,control,,,0.0,none,none,,,,,,4,beef,cooked ground beef,,,,,hexanal content (hc),chemical,1.0,5.9,ppm,0.59,4.0,2.77,0.545,,,,,theoretical
